Various*Unknown*3
What is the element symbol for Actinium*ac
What is the element symbol for Aluminum*al
What is the element symbol for Americum*am
What is the element symbol for Antimony*sb
What is the element symbol for Argon*ar
What is the element symbol for Arsenic (gray)*as
What is the element symbol for Astatine*at
What is the element symbol for Barium*ba
What is the element symbol for Berkelium*bk
What is the element symbol for Berylium*be
What is the element symbol for Bismuth*bi
What is the element symbol for Bohrium*bh
What is the element symbol for Boron*b
What is the element symbol for Bromine*br
What is the element symbol for Cadmium*cd
What is the element symbol for Calcium*ca
What is the element symbol for Californium*cf
What is the element symbol for Carbon*c
What is the element symbol for Cerium*ce
What is the element symbol for Cesium*cs
What is the element symbol for Chlorine*cl
What is the element symbol for Chromium*cr
What is the element symbol for Cobalt*co
What is the element symbol for Copper*cu
What is the element symbol for Curium*cm
What is the element symbol for Dubnium*db
What is the element symbol for Dysprosium*dy
What is the element symbol for Einsteinium*es
What is the element symbol for Erbium*er
What is the element symbol for Europium*eu
What is the element symbol for Fermium*fm
What is the element symbol for Fluorine*f
What is the element symbol for Francium*fr
What is the element symbol for Gadolinium*gd
What is the element symbol for Gallium*ga
What is the element symbol for Germanium*ge
What is the element symbol for Gold*au
What is the element symbol for Hafnium*hf
What is the element symbol for Hassium*hs
What is the element symbol for Helium*he
What is the element symbol for Holmium*ho
What is the element symbol for Indium*in
What is the element symbol for Iodine*i
What is the element symbol for Iridium*ir
What is the element symbol for Iron*fe
What is the element symbol for Krypton*kr
What is the element symbol for Lanthanum*la
What is the element symbol for Lawrencium*lr
What is the element symbol for Lead*pb
What is the element symbol for Lithium*li
What is the element symbol for Lutetium*lu
What is the element symbol for Magnesium*mg
What is the element symbol for Manganese*mn
What is the element symbol for Meitnerium*mt
What is the element symbol for Mendelevium*md
What is the element symbol for Mercury*hg
What is the element symbol for Molybdenum*mo
What is the element symbol for Neodymium*nd
What is the element symbol for Neon*ne
What is the element symbol for Neptunium*np
What is the element symbol for Nickel*ni
What is the element symbol for Niobium (Columbium)*nb
What is the element symbol for Nitrogen*n
What is the element symbol for Osmium*os
What is the element symbol for Palladium*pd
What is the element symbol for Phosphorous  (white)*p
What is the element symbol for Platinum*pt
What is the element symbol for Plutonium*pu
What is the element symbol for Polonium*po
What is the element symbol for Potassium*k
What is the element symbol for Praseodymium*pr
What is the element symbol for Promethium*pm
What is the element symbol for Protactinium*pa
What is the element symbol for Radium*ra
What is the element symbol for Radon*rn
What is the element symbol for Rhenium*re
What is the element symbol for Rhodium*rh
What is the element symbol for Rubidium*rb
What is the element symbol for Ruthenium*ru
What is the element symbol for Rutherfordium*rf
What is the element symbol for Samarium*sm
What is the element symbol for Scandium*sc
What is the element symbol for Seaborgium*sg
What is the element symbol for Selenium (gray)*se
What is the element symbol for Silicon*si
What is the element symbol for Silver*ag
What is the element symbol for Sodium*na
What is the element symbol for Strontium*sr
What is the element symbol for Sulfur*s
What is the element symbol for Tantalum*ta
What is the element symbol for Technetium*tc
What is the element symbol for Tellurium*te
What is the element symbol for Terbium*tb
What is the element symbol for Thallium*tl
What is the element symbol for Thorium*th
What is the element symbol for Thulium*tm
What is the element symbol for Tin (white)*sn
What is the element symbol for Titanium*ti
What is the element symbol for Tungsten*w
What is the element symbol for Uranium*u
What is the element symbol for Vanadium*v
What is the element symbol for Xenon*xe
What is the element symbol for Ytterbium*yb
What is the element symbol for Yttrium*y
What is the element symbol for Zinc*zn
What is the element symbol for Zirconium*zr
What is the element symbol for hydrogen*h
What is the element symbol for nobelium*
What is the element symbol for phosphorous (white)*p
What is the end of the song "it's beginning to look a lot like ___*christmas
What is the end of the song 'it's beginning to look a lot like ______*christmas
What is the english equivalent of the name ian*john
What is the english equivalent of the name ivan*john
What is the english for umbrella*little shaded area
What is the equivalent RAF rank to Sub-lieutenant RN and Lieutenant in the army*flying officer
What is the equivalent Spanish acronym for ufo*ovni
What is the essential characteristic of aerobic exercise*oxygen is consumed
